"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","0","26","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","0","20","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","24","0","41","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","0","97","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","0","591","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","0","27","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ProjectorMaterials/Screen/Projector_Screen_Secondary.Projector_Screen_Secondary","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ProjectorMaterials/Screen/Projector_Screen_Main.Projector_Screen_Main","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ProjectorMaterials/Screen/Projector_Screen_Holder.Projector_Screen_Holder","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/MicOn.MicOn","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/Microphone.Microphone","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/Stage_Wood.Stage_Wood","24","0","55","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/FaderMaterial.FaderMaterial","24","0","2","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/Hand.Hand","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Button_Bottom.Button_Bottom","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Button_Start.Button_Start","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Button_Top.Button_Top","24","0","35","1","0.000000","0","0"
"/Game/Starter_Content/Geometry/Meshes/CubeMaterial.CubeMaterial","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/FloppyDiskMaterials/Floppy_White.Floppy_White","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/FloppyDiskMaterials/Floppy_Silver.Floppy_Silver","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/FloppyDiskMaterials/Floppy_Black.Floppy_Black","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/FloppyDiskMaterials/Default_Floppy_Base.Default_Floppy_Base","24","0","35","1","0.000000","0","0"
"/Game/Starter_Content/VirtualReality/Mannequin/Character/Materials/M_HandMat.M_HandMat","24","0","55","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/Mic_Ring.Mic_Ring","24","0","55","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","0","2","1","0.000000","0","0"
"/Game/Starter_Content/VirtualReality/Materials/M_BaseMaterial.M_BaseMaterial","24","0","55","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/FloppyDiskMaterials/Special_Floppy_Base.Special_Floppy_Base","24","0","40","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/FloppyDiskMaterials/Floppy_White_Holographic.Floppy_White_Holographic","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/FloppyDiskMaterials/Floppy_Silver_Holographic.Floppy_Silver_Holographic","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/FloppyDiskMaterials/Floppy_Black_Holographic.Floppy_Black_Holographic","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/FloppyDiskMaterials/Default_Floppy_Holographic.Default_Floppy_Holographic","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/Curtains.Curtains","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ProjectorMaterials/Projector/Projector_Ring.Projector_Ring","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/MenuWorldMiscMaterials/LED_On.LED_On","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/MenuWorldMiscMaterials/LED_Off.LED_Off","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/MenuWorldMiscMaterials/SettingsBox.SettingsBox","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/ResetButtonTop.ResetButtonTop","24","0","22","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ProjectorMaterials/Projector/Projector_Body.Projector_Body","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/SettingsSign.SettingsSign","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/MenuWorldMiscMaterials/SettPlaque.SettPlaque","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/MenuWorldMiscMaterials/Plaque.Plaque","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/MenuWorldMiscMaterials/LampShade.LampShade","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ProjectorMaterials/Projector/Projector_Glass_Lens.Projector_Glass_Lens","24","0","37","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/FloppyDiskMaterials/Custom_Floppy_Base.Custom_Floppy_Base","24","0","40","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/ArrowButton_Enabled.ArrowButton_Enabled","24","0","20","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","24","0","105","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/Podium.Podium","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/MenuWorldMiscMaterials/Table/TableTop.TableTop","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/MenuWorldMiscMaterials/Table/TableLeg.TableLeg","24","0","35","1","0.000000","0","0"
"/Game/Big_Plaque.Big_Plaque","24","0","20","1","0.000000","0","0"
"/Game/DoorFrame.DoorFrame","24","0","35","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Rating_Button_Top_Materials/Button_9.Button_9","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/MenuBG.MenuBG","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Rating_Button_Top_Materials/Button_8.Button_8","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Rating_Button_Top_Materials/Button_7.Button_7","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Rating_Button_Top_Materials/Button_6.Button_6","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Rating_Button_Top_Materials/Button_5.Button_5","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Rating_Button_Top_Materials/Button_4.Button_4","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Rating_Button_Top_Materials/Button_3.Button_3","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Rating_Button_Top_Materials/Button_2.Button_2","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Rating_Button_Top_Materials/Button_10.Button_10","24","0","20","1","0.000000","0","0"
"/Game/Stutter_Speak_Content/Materials/ButtonMaterials/Rating_Button_Top_Materials/Button_1.Button_1","24","0","20","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","0","2","1","0.000000","0","0"
